customer_id,age,gender,salary,inst_count,fraud_count,first_txn_date,last_txn_date
a48544270e53512b397e1f6c28bc601f,23,F,18507,0,0,1/4/2019,1/12/2019
ae72c578954b1606a16269f5ec147e17,28,F,20828,0,1,1/8/2019,1/29/2019
2705e8fde87cd2883e9fc1f00335685f,19,M,0,0,0,1/9/2019,1/15/2019
77805f5da8646a18df5bf84d3eb4f916,20,F,14443,0,0,1/3/2019,1/21/2019
df98a1de622453abe04982581a61909f,33,M,45755,0,1,1/1/2019,1/31/2019
dc0dc766db0c00c16549ad56d594d247,25,M,19416,0,0,1/4/2019,1/26/2019
7791bf25bca5b25095a81f13e4c61626,41,F,45008,0,0,1/10/2019,1/31/2019
fac547675324ac92cd29d55f9607a862,28,M,20282,0,0,1/7/2019,1/18/2019
843ab79ac5e47b4077fe70312f1cd411,45,F,60765,0,0,1/5/2019,1/30/2019
816f29f7fcace6a71651550c57d8705e,21,F,16324,0,0,1/9/2019,1/30/2019
93f302744068731b6338293bc7cd64b4,58,F,29856,0,0,1/3/2019,1/12/2019
165dd2f52ab30fb3e7c42ed8fe908bce,25,M,19123,0,0,1/6/2019,1/27/2019
603effb477d4cf3d69dfce539d71d13a,20,M,10310,1,0,1/8/2019,1/29/2019
7aef228fe8c99a599158ee626efe281b,21,M,18842,0,0,1/1/2019,1/28/2019
bcb14aaee6dd31a5b815a3c4d1366800,47,F,61860,0,0,1/3/2019,1/26/2019
914dffd52e08c7be71f43865656f703e,33,M,27676,0,0,1/2/2019,1/30/2019
539e25fe4a575fa7c365d3ffe748b59a,32,M,29843,0,0,1/1/2019,1/29/2019
517bd7b2eaafd9e6de4e8b454b7b1fb6,44,F,66988,0,0,1/1/2019,1/30/2019
35bb2c23578a32920ff65e68292595cb,25,F,16407,0,0,1/4/2019,1/26/2019
351aab6a24bb348a747d9e74abebc616,39,F,45323,0,0,1/21/2019,1/29/2019
b7ede7e3f6bc5748a3d181ff20327d7d,49,M,24985,0,0,1/26/2019,1/26/2019
0c7f2f29d56d894bf17ab6dee7034082,22,F,16751,0,0,1/9/2019,1/29/2019
17b3c7061788dbe82de5abe9f6fe22b3,18,F,0,1,0,1/10/2019,1/30/2019
906bfeb41f18ba446fd104702e4f0997,24,F,18048,0,0,1/2/2019,1/30/2019
c14bdb64a278e0c10d5ab9cd30c43481,23,F,10717,0,0,1/5/2019,1/30/2019
817bc5291463f8c993dd1d46eca2bd0d,23,M,10629,0,1,1/5/2019,1/24/2019
2c3f3db53ca4d872f79d87ec33c8c5fd,20,M,18893,0,0,1/5/2019,1/25/2019
96830ae07f0aef15bd58b72eb80df664,42,M,30002,0,0,1/14/2019,1/25/2019
284869704cc15de54a38bf6f50dd6b31,57,M,64726,0,0,1/1/2019,1/30/2019
9f187436aa934749f4437c12be5f3f0d,32,M,39585,0,0,1/2/2019,1/29/2019
59e7c2996d55239b97610016fa4bd46c,32,M,30795,0,0,1/2/2019,1/30/2019
bb02ad736a1d623996424b6537fc847a,32,M,30162,0,0,1/9/2019,1/30/2019
862071acf8e9faf43a13fd4ea795ff8c,39,M,33356,0,0,1/1/2019,1/19/2019
4da04049a062f5adfe81b67dd755cecc,16,F,0,0,0,1/10/2019,1/29/2019
909cbedd09e1d8ab7806b4c280220444,25,F,17656,0,0,1/5/2019,1/22/2019
f315929d865ce641b00fa8b79aacd04c,32,M,24901,0,0,1/1/2019,1/30/2019
49068618393e1233faa9a4f9dcde3ee0,27,F,19754,0,0,1/4/2019,1/31/2019
ba3f5ed24e57c517c4e1b40e8ca73f52,36,F,40768,0,1,1/2/2019,1/31/2019
0116542cb7d73f77b0d0edf6560af5d5,39,M,39899,0,0,1/3/2019,1/31/2019
0a63135f0a24d85527a1b30f0aeccaa5,33,M,31321,0,0,1/2/2019,1/30/2019
ae496b29ec212aad1ad85a86656f5c28,24,F,19413,0,0,1/2/2019,1/29/2019
d3d5f8dd875e266b2f2c46c36a5d9ed5,33,M,33299,0,1,1/1/2019,1/31/2019
1dfee5ba558a87480e8ad52d4da395e7,51,M,33689,0,0,1/2/2019,1/29/2019
2c5ed78567e5deb5c271d060ec8db659,39,F,23079,0,0,1/4/2019,1/27/2019
585ea8da1e46a1cbc3e3a73ad67c54b5,33,F,28956,0,0,1/1/2019,1/25/2019
7b2645d5be13e54f03ea78579f1c499c,25,F,17293,0,0,1/9/2019,1/31/2019
baf73b4a5ea001192ecf46abba648bae,39,F,47238,1,0,1/3/2019,1/29/2019
29ee32b61d7f5993eaacc045c0aca647,31,M,34924,1,0,1/4/2019,1/31/2019
cf72e369ba89123691bcfaf253572530,22,F,16131,0,0,1/10/2019,1/10/2019
8368e42de6e0faa2ef618c0a6b7c9b12,46,M,63162,0,0,1/6/2019,1/31/2019
0e389ec6972ea32999fbbf4fe01ac954,34,F,22089,0,1,1/3/2019,1/29/2019
4d0d9e0770d401169439cebbd02d907b,22,M,12121,0,0,1/1/2019,1/27/2019
a541132ff74714aafe6020addb8df77b,45,F,58848,0,0,1/4/2019,1/30/2019
e90e7f028802f9648aa004c7cb0364c9,34,F,28958,0,0,1/1/2019,1/29/2019
be45d0c4cc021e8815dda23cb25d6735,34,F,32949,1,0,1/2/2019,1/31/2019
ce69714025385b379247c4d0e0444606,21,M,10302,0,0,1/4/2019,1/23/2019
cba79aa8d88d61a6557d27ecd1e2edf6,25,M,24179,0,0,1/8/2019,1/27/2019
9c7eae0c470302045fc7e20c147b1929,23,M,15410,0,0,1/2/2019,1/12/2019
37654b793d96ed06d8c2bfa60658a502,20,F,14469,0,0,1/1/2019,1/30/2019
bbcc330fc165b9ea1609e8c4d0b34ac6,28,F,17300,0,0,1/14/2019,1/30/2019
dcb632de007c2e15064fea28efbb1208,38,M,36443,0,0,1/3/2019,1/17/2019
30a31b111175e0ac68095e551b8056af,32,F,36442,0,0,1/6/2019,1/28/2019
b4b8702c30c4853c45302822305ed419,35,M,54421,0,0,1/3/2019,1/30/2019
5c12fa7cccadaecbc4aadaa203d08848,30,M,32476,0,0,1/2/2019,1/28/2019
8b125ae409c68bfe4bcf4bf33627c9fd,31,F,22533,0,0,1/1/2019,1/29/2019
b60666c4fcae695bf5bb5c4f3eea4629,38,M,45077,0,0,1/3/2019,1/27/2019
cca289d2a4acd14c1cd9a84ffb41dd29,16,F,0,0,0,1/6/2019,1/31/2019
299b29bd1a150927a69e3e562b87d231,26,F,22341,0,0,1/1/2019,1/31/2019
c5c00d279e02e4f179d9ffce52656de4,26,M,19936,0,0,1/4/2019,1/30/2019
3279e1d4c83720ed7e4b99f98b26feb1,22,M,15558,0,0,1/4/2019,1/27/2019
75f8f7a9ced8da0635e455405200f2e8,24,F,12231,0,0,1/29/2019,1/29/2019
60e07b03058f82d185806793ebb81087,21,F,15486,0,0,1/6/2019,1/9/2019
8ec7d93aff22e71fb6f3738baf295a5e,39,F,38688,0,0,1/1/2019,1/31/2019
4ef5a564be51e55d5a1b86168a99f528,16,M,0,0,0,1/5/2019,1/31/2019
1afa5d9594fbb038189fb46e8b6c25e3,32,M,28358,1,0,1/1/2019,1/30/2019
1f387bc2a9c80a56bee76617742bc094,20,M,17684,0,0,1/2/2019,1/31/2019
44d6f3bfb3a416c4180dd2970ded45d1,23,M,17169,0,1,1/2/2019,1/30/2019
f614353dc28bbc39baf240a3092045b2,45,F,32537,0,1,1/3/2019,1/29/2019
1cde7cb12c569ad09a7b6404d412f902,34,F,23608,0,0,1/11/2019,1/29/2019
a71ffd2f758369f0d23fb4c966dd1f31,33,M,33627,0,1,1/1/2019,1/29/2019
58fe2003170159fd68519b7f9840fdb2,16,M,0,0,0,1/3/2019,1/19/2019
cd9278ed8d9569d34829beefd9d9542c,34,F,19031,0,0,1/1/2019,1/30/2019
a4810dfbd7d5b4d9f86116eb57834ba1,42,F,47239,0,0,1/1/2019,1/31/2019
fdd62f8bdc8bd18509c0d3b5159ffc8d,21,F,18412,0,0,1/2/2019,1/28/2019
176f1549421af1b218935010077f6432,26,M,12161,0,0,1/17/2019,1/26/2019
6cca2d5b0212b24bce25505515fb80fb,23,M,18551,0,0,1/7/2019,1/31/2019
383c1204c7974a72ec72fd4106eb91b5,28,M,21824,0,0,1/3/2019,1/31/2019
ba8cf7f4eb47aee0bebb8ae1dc05aec6,46,F,24070,0,0,1/4/2019,1/25/2019
f293378863e049925b50ea1e262ea795,21,F,15014,0,0,1/1/2019,1/30/2019
8d208df0f72735509b9bc4d0b1a998ff,26,F,20757,0,0,1/23/2019,1/26/2019
6550ea8137481339d31816d6ab4fbdd7,27,M,20681,0,0,1/5/2019,1/26/2019
5e2020a9be8dde3fd1fdd77c4d3b9762,17,F,0,0,0,1/3/2019,1/24/2019
4d88554b8ea23e1d18a8a39c6a868e72,34,F,27138,1,0,1/3/2019,1/29/2019
d1d99ef14bb813e29718b9b4df53de52,21,F,9527,0,0,1/2/2019,1/22/2019
6060d322713797e84f598ea25c812cab,20,M,16853,0,0,1/3/2019,1/30/2019
cf71d95216a7e8f6f32b4a319940d9b0,29,M,20684,0,0,1/1/2019,1/28/2019
d223716af69cf06df3210872bb60898f,38,M,33104,0,1,1/5/2019,1/31/2019
d39a3825f9338edeff7e735f3edb1e96,32,M,41637,0,0,1/6/2019,1/31/2019
3346edef3d798511fa28891ffe0aa3cc,29,M,25925,0,0,1/3/2019,1/23/2019
ece3061ead94f6c37c7333514458f6c2,40,M,30522,1,0,1/4/2019,1/31/2019
b31ddd01d71f222053ae7b740452a6ba,39,F,39565,0,0,1/2/2019,1/30/2019
73715c097259c228af0648823d754407,24,F,15661,0,0,1/10/2019,1/26/2019
f132651fdbdfecc35d1af6c065b66654,40,F,30523,0,0,1/2/2019,1/29/2019
faf28495fe269df906c16daea57f947c,33,M,34153,0,0,1/1/2019,1/31/2019
1f69f5ca400c3c9e314b18895af83f95,34,F,29632,0,0,1/3/2019,1/30/2019
96632840e63b5b546b2bd6225dcd0df4,27,F,21350,0,0,1/1/2019,1/31/2019
40b5a2eeae9e17b072fdf6cc7f3354d2,36,M,37441,0,0,1/2/2019,1/13/2019
b1525bba7fa872a7cea1c50071dd681d,30,F,22695,0,0,1/1/2019,1/31/2019
feadd3de0a61388d2231f576bba55c33,36,F,48184,0,0,1/2/2019,1/31/2019
993989a27a6abdd4b3841f97b016290a,35,M,21700,0,0,1/1/2019,1/31/2019
5b112a46b5fef011237ebaba0748936a,27,F,14486,0,0,1/6/2019,1/24/2019
113a264018cdb4367fce684877af45d1,33,F,33915,0,0,1/1/2019,1/30/2019
ba06c01d980d404923b90451a059dc68,34,F,42336,0,0,1/4/2019,1/31/2019
0a5a570644776cd8880ae14f14498dd5,38,F,24592,0,0,1/1/2019,1/31/2019
cd42b89fb0bb4d4c2fdcdd0d6d45d8fc,25,M,23895,1,0,1/1/2019,1/30/2019
d30799883a985cbf946620d535fc86a1,38,M,34116,0,0,1/2/2019,1/31/2019
a0ec9cf381e15798615feb8bd7ed891a,20,M,18550,0,0,1/2/2019,1/4/2019
786cb94142608ffebec12207c67485d6,35,F,41029,0,0,1/1/2019,1/29/2019
b024f8944472e328b593b22bc48ec43c,37,M,38701,1,1,1/2/2019,1/30/2019
a2b7c2ae552eb925c7c2ba79a1b0c9a2,31,M,30536,0,1,1/1/2019,1/31/2019
8c22adbd0dd134245be88b20ff533f6d,29,F,23367,0,0,1/2/2019,1/28/2019
68d14581775852c113997d94803a0855,21,M,16835,1,1,1/6/2019,1/31/2019
846d4b8bf0c61a9d4b0dc8c739062fe7,65,F,48493,0,0,1/3/2019,1/20/2019
3efc4a946c355bbdff713c71cf3da728,35,F,47171,0,0,1/2/2019,1/31/2019
ba8a7765e8cb8366ef91222af93e3072,33,F,38979,0,0,1/1/2019,1/31/2019
467fc60274ae2cefade0487f255c3f5d,21,M,17152,0,0,1/6/2019,1/25/2019
5d1247bd88599315abe3b7417034795e,36,M,63442,0,0,1/6/2019,1/30/2019
96ba352138a42564c3127af424b9d7f4,26,M,22861,0,0,1/2/2019,1/29/2019
6809e95178d3bae3b02d7270edc94f38,37,M,27538,0,0,1/5/2019,1/28/2019
0b6686069f20b8f3291f6c2d7dd0ce03,33,M,31093,0,0,1/1/2019,1/28/2019
093bb1ee4737204b960546791c26b5e1,28,F,15357,0,0,1/5/2019,1/31/2019
465fa43f65a0625c676a2d839a7c9a48,30,F,40222,2,0,1/1/2019,1/31/2019
ce4c47212fa4df6e02793692a211a56f,38,M,53333,0,0,1/2/2019,1/26/2019
3d1d50c79cb6e01c8cc58fa7c938f2a1,28,M,16550,0,0,1/14/2019,1/30/2019
27626c51d02255329907f7f68d9f8f59,34,F,28935,0,0,1/2/2019,1/28/2019
68f204f3838bfee4ada868b66e6a0814,38,F,29561,0,0,1/1/2019,1/30/2019
e7762b7d5de5733d6524398fc1017b5d,49,M,46022,1,0,1/2/2019,1/31/2019
18dbadb940defc86056a35b3ddd83740,54,F,67421,0,1,1/1/2019,1/31/2019
97bbcea7ff432d674295a9cfbba53360,34,F,27586,0,0,1/1/2019,1/30/2019
2ea900599a043ec8c9ca8914c140cef2,49,F,50250,0,0,1/1/2019,1/30/2019
f9cb3124b5a22b133f21273ef2cb0695,24,F,13360,0,0,1/25/2019,1/31/2019
4f72305becf055713be0e1d9037b5cd4,27,F,17904,0,0,1/26/2019,1/26/2019
a578b2ec637ab0a9f8b816adcb3cd339,33,M,18746,0,0,1/1/2019,1/25/2019
2eaea9ac02b068331caf12ac1bec7fd9,42,F,53060,0,0,1/1/2019,1/30/2019
9b9f2224cbf5a5f4aa18008aa3635140,58,M,73448,0,0,1/1/2019,1/31/2019
8246146583f3e9b9229b731ab15d49f8,33,F,30596,0,0,1/6/2019,1/24/2019
667f061b738858573caad66f5cc56b32,20,M,17242,0,0,1/3/2019,1/31/2019
84564ce94aca956b85cf41b5ae070d9f,31,M,36424,0,0,1/1/2019,1/28/2019
27f48a1f868ca2b9f4ee1d2cf9e2e509,53,F,78194,0,0,1/1/2019,1/29/2019
e63c0859ec96a2deca9eb5286cd463e6,37,M,49563,1,0,1/2/2019,1/31/2019
f25936d06d7b96b755b5bb15142ba574,38,F,29889,0,0,1/1/2019,1/31/2019
f79b0b20fa3ea7b85a72a14a3632445a,30,M,27047,0,1,1/2/2019,1/26/2019
34e420f6e47d96669897a45586997a57,17,F,0,0,0,1/3/2019,1/9/2019
2a58aa8243a51dda6dcde523c3565688,21,M,15761,0,0,1/4/2019,1/31/2019
cf1a1c667487439c1b03b575c694224a,38,M,41419,0,0,1/6/2019,1/31/2019
c9805ae7564dde2f8ae63cb64b1f9c9e,34,F,31390,0,1,1/2/2019,1/31/2019
ea320a86cb2b16846ae6be090faf4ed3,30,M,38236,0,0,1/8/2019,1/25/2019
fd7bd9cd8c459af8b3f590b56fe8fd1e,35,M,24774,0,0,1/9/2019,1/31/2019
a89ff0c83cbd7cef4121a4064399947a,34,M,39342,0,1,1/2/2019,1/30/2019
22fdac4e4266cde9f4098dbd2eac11fc,27,F,15568,0,0,1/9/2019,1/28/2019
6afd98bf609aa36dd5cdd7680db9282f,24,M,12748,0,0,1/1/2019,1/30/2019
116ce3668c6d5c744252b9a1cb67b8d4,17,F,0,0,0,1/2/2019,1/26/2019
9ad2f925a32643f541b183503f33a8c6,23,M,13071,0,0,1/5/2019,1/5/2019
bc88c66d79dbe90e00e5cde963b05357,36,F,49562,1,0,1/1/2019,1/31/2019
f6e8e8af6f93f943c5d5a9e422b17239,30,M,33845,1,0,1/3/2019,1/31/2019
ea0d596db885d871c96c206697b4878f,19,M,0,0,0,1/3/2019,1/3/2019
ecd949760c13c8be2a4ac37dec4d1a50,26,M,24138,0,0,1/14/2019,1/27/2019
a3f2fb9b19b9494c9410237566a7117d,38,F,42469,0,0,1/1/2019,1/30/2019
72b4de618c85bae7d599843a01dec657,41,F,51795,0,0,1/4/2019,1/29/2019
b7db862018cf7c42f4187011771c4515,30,M,25054,0,0,1/4/2019,1/18/2019
9d55db9e54e6dfb6ae280528ee34a0a1,24,F,9083,0,0,1/10/2019,1/20/2019
fd8413e3d64f82b89af84cbf47a3bc0d,27,F,19540,0,0,1/12/2019,1/27/2019
8e9ab4382f9c5c7a1682958f50c42f47,38,M,44239,0,0,1/3/2019,1/30/2019
8a7c603212fb74cfc7159520103c3c72,25,F,17599,0,0,1/17/2019,1/30/2019
f1f8d83ce93eb0303f145e548e07b97c,30,M,23520,0,0,1/21/2019,1/25/2019
1abff6a656af2531e7a92778d05b9c0b,38,F,48619,0,0,1/3/2019,1/31/2019
b420d1680d69c8084372d9af8675adcd,27,F,19486,0,0,1/3/2019,1/30/2019
e0ce719246abf34c59be162685f730ff,58,F,22476,0,0,1/6/2019,1/26/2019
75e23755c4f146c44b12cc02795aa00a,26,M,8100,0,0,1/8/2019,1/20/2019
2de54fc1dd58a9dd23adb1e1950d43f2,29,F,14259,0,0,1/2/2019,1/29/2019
7f38338bf99457f381e6d3bf2d724ca1,39,M,44095,0,0,1/2/2019,1/31/2019
eac0c0d8fb1cfc5f204487c30d1038b3,25,F,25678,0,1,1/5/2019,1/29/2019
b35451a8306cec3017afb9a5da941eef,34,F,33438,1,0,1/1/2019,1/29/2019
2190834cf569ffab46854f84b2124104,18,F,0,0,0,1/11/2019,1/11/2019
9e984c108157cea74c894b5cf34efc44,17,M,0,0,0,1/30/2019,1/30/2019
6455419fa5caffa3912740c9f82ba57a,61,M,36492,0,0,1/2/2019,1/20/2019
6d367ebf14431e807fa874020fee954e,39,F,22423,0,0,1/5/2019,1/29/2019
a0f13bc8e2cd7a8e6c1662aa2bb317e9,22,M,16822,0,0,1/3/2019,1/27/2019
d1c38a09acc34845c6be3a127a5aacaf,16,F,0,0,0,1/7/2019,1/22/2019
20eb609ee2d717ccfc6a4580a992604f,53,M,68594,0,0,1/1/2019,1/23/2019
76a46a2fef5c9dd7e70f675e2d783d7f,21,F,21653,0,0,1/3/2019,1/30/2019
601614ed44082a5a5d4df7ca53e17f6e,28,F,30394,0,0,1/3/2019,1/29/2019
083b5b1364b26b95b1cf37dcdf85c44e,24,M,14430,0,0,1/1/2019,1/28/2019
beb856b07bf07c4d0f3c3a1d441b8dd3,42,F,38067,0,0,1/13/2019,1/23/2019
ce877939e3b892254bb24a6ce7c03620,29,M,19117,0,0,1/4/2019,1/30/2019
dbcf36a7299fafbeccbe0e84c6e20872,30,F,26570,0,0,1/5/2019,1/29/2019
7bcc2cda6f6580b04210f083b32bb85a,28,M,18062,0,0,1/3/2019,1/30/2019
57649c2c46cc3ba8cd9b55467020acee,20,M,14289,0,0,1/22/2019,1/22/2019
5ddddfa620c792571675a330752735b0,32,F,25053,0,0,1/1/2019,1/29/2019
e2992e13d243c59e440175f3d3259463,44,M,36569,0,0,1/11/2019,1/30/2019
3550d7a906235f634f224fae0a8f4d3b,33,M,31502,0,0,1/1/2019,1/31/2019
1cbaf8898a45c2339a8cc36b48f7f8b0,47,M,-9860,0,0,1/28/2019,1/28/2019
4d1229060549507c71fbb97c47da5bee,36,F,28249,0,0,1/1/2019,1/31/2019
4bdbb491717f19995da1ee690f91ade1,35,M,40161,0,0,1/1/2019,1/14/2019
aaa13e75de6a5ce60b8aa1de69167e7c,45,M,54666,1,0,1/6/2019,1/31/2019
53a9672605fd77e1ac2466dd7e693e1a,26,F,17685,0,0,1/6/2019,1/30/2019
48d6f19c288499f43a49247e4754c88a,18,F,0,0,0,1/14/2019,1/31/2019
9edb6b9b7fc3b263b86740c635839dc4,27,F,26971,0,0,1/3/2019,1/21/2019
bd95520cddb15b1eee99ab1d97ed2774,62,M,79643,0,0,1/17/2019,1/30/2019
f36e43e6dca9f4d943fb864bc9eb13c0,42,M,68552,0,0,1/1/2019,1/31/2019
2040a538b2e65cccee808d35da8f7476,35,F,47296,0,1,1/2/2019,1/30/2019
00989c20ff1386dc386d8124ebcba1a5,19,M,0,0,0,1/8/2019,1/28/2019
5e18f86fad006a5846541997511989d5,19,F,0,0,0,1/4/2019,1/25/2019
5705e1164a8394aace6018e27d20d237,17,M,0,0,0,1/19/2019,1/23/2019
f6466c0aa5a9449db0d48e4c0cc9c064,57,M,28629,0,0,1/1/2019,1/31/2019
94e7c04e35b5179147cd856d14a413e3,36,F,55527,0,0,1/5/2019,1/28/2019
31999d59665f265cc850f031c61cf584,27,F,21963,0,0,1/2/2019,1/30/2019
5b560f00dfcafc46e461cd4a5afbbd53,33,F,31828,0,0,1/4/2019,1/27/2019
2bf05ad7b2a11146ce13d203a84b4d84,29,F,19365,0,0,1/1/2019,1/29/2019
92d2bb74a21e6c40aba7317dbead0b7f,35,M,49219,0,0,1/3/2019,1/29/2019
b9c7994af9dd5f0684c53371e91444a8,24,M,13119,0,0,1/1/2019,1/24/2019
5f7c92136acd7a0e2dd1c8a96c337d26,37,M,42186,0,0,1/1/2019,1/29/2019
0f8132b65b44545305598ecaaf2e0cd7,35,M,38672,0,0,1/2/2019,1/26/2019
ac7511e02abca25c9c68a1213cfa91aa,42,M,54017,0,0,1/1/2019,1/16/2019
a130f5cd58d75089dd26d6bce81e2e45,46,F,31482,0,0,1/2/2019,1/31/2019
2131faa34f603d086a7fb47dbf8a35de,20,F,14041,0,0,1/3/2019,1/30/2019
577b6465d4d94470333a6472d4278bd4,37,M,39798,0,0,1/1/2019,1/30/2019
e77314a748d302f0b7e583155687906a,32,M,35593,0,0,1/17/2019,1/26/2019
588fdfa645b7f3c260188494bcafa149,16,F,0,0,0,1/22/2019,1/29/2019
e97b7ff3606ac8b1622433fd30815d10,35,F,47639,0,0,1/1/2019,1/31/2019
c4f6a213f73e510d9a7563696d27cf71,39,M,44309,0,0,1/5/2019,1/31/2019
9cb075f9e0bf92badeeb019b84427609,29,M,19911,0,0,1/7/2019,1/28/2019
bccefcc1b1eee9eca3ae4f5c1a281482,19,F,0,0,0,1/2/2019,1/2/2019
6ae11156393d3f88e771c06d8b043a3b,36,M,32128,0,0,1/3/2019,1/27/2019
4ecb8876b622f561d9d13161071f518c,22,M,14930,0,0,1/13/2019,1/13/2019
4328ad1978e9bcb7b297600e3019a5a6,23,F,19724,0,0,1/13/2019,1/31/2019
097b1434f8095050c55a0920a263ac94,34,F,32916,0,0,1/4/2019,1/27/2019
b5cb91bfa8a093cd7ddf6f1317eb701e,37,F,48218,0,0,1/4/2019,1/26/2019
1e932f24dc0aa4e7a6ac2beec387416d,17,F,0,0,0,1/28/2019,1/28/2019
bd4c2e2692b71176171c73daf79f5c94,38,F,50761,0,0,1/10/2019,1/30/2019
6a40fb919292ba55cb3547f6a7e41b25,50,M,19413,0,0,1/3/2019,1/14/2019
04bbeff91acf2d4fb755a9fdd4bbc45a,36,F,33695,0,0,1/2/2019,1/28/2019
ad5a1dd09a5e7be18ad61f9f26971010,27,F,22259,0,0,1/2/2019,1/27/2019
8cf4a8fbba6284a964532d487960fb57,34,M,22764,0,0,1/2/2019,1/31/2019
266c29a5d874af62d87413456e07d700,20,F,15523,0,1,1/5/2019,1/30/2019
ea48a0814147dc6b78afbaf92f173fda,43,M,42590,0,0,1/1/2019,1/29/2019
e5b0651675f69c41da846ba9e1475c30,31,F,23234,0,0,1/4/2019,1/28/2019
ce580f3b458addd5fa70cd341c1bf254,57,M,1478,0,0,1/11/2019,1/11/2019
5441c27675c29f3432a4e2ec2a8e3fa0,33,F,34759,0,0,1/6/2019,1/30/2019
4d630f9347177b17ec7a362f19489239,15,M,0,0,0,1/26/2019,1/26/2019
3ff4f137f9bd3bc3b7c32a30c974cf85,44,M,49662,0,0,1/1/2019,1/27/2019
855bacff571310247fd43540982f0274,30,M,30321,0,0,1/4/2019,1/31/2019
a1b16afb1787f361169ca9d5aab790f7,25,F,15775,0,0,1/11/2019,1/24/2019
7fbfc161a3b873bf2119c788ed93d1f4,16,M,0,0,0,1/19/2019,1/19/2019
e8e5addd44e86be195e7ce4a88f76b2e,32,M,24476,0,0,1/2/2019,1/29/2019
af7994b458c40e4a18ec60f5e622e522,23,M,16616,0,1,1/4/2019,1/30/2019
e67ae6e09b268e1b545b41651296811b,31,M,30478,0,0,1/3/2019,1/30/2019
740bddcc602c597abda096a90ebb476a,21,M,16901,1,0,1/2/2019,1/27/2019
87263099500b56999a25b99839f95cda,34,F,30059,0,0,1/1/2019,1/30/2019
4c22aef98fe7614d7688ca5d3b98a62d,43,F,28409,0,0,1/2/2019,1/31/2019
003b36afc53d4e078a9df02e0e43fb28,26,M,13759,0,0,1/6/2019,1/20/2019
b68eec99f3b66e98022e60843901fe3e,22,M,13595,0,0,1/11/2019,1/13/2019
5a555cb972b02b173eab55a27b975325,25,F,17339,0,0,1/3/2019,1/12/2019
cae9b40c09b402bceafe52c1498953b8,35,M,38971,0,0,1/4/2019,1/31/2019
6e4aeddb8617ec07da865149eccfb5ba,25,F,12452,0,0,1/3/2019,1/24/2019
02cdec5bb0766ac001007d11feff573c,28,M,21664,0,0,1/3/2019,1/31/2019
